index,amenity college,amenity school,amenity university,building school,building university,craft,amenity kindergarten,building retail,amenity marketplace,shop bakery,shop beverages,shop butcher,shop convenience,shop greengrocer,shop department_store,shop mall,shop supermarket,shop clothes,shop shoes,shop garden_centre,shop doityourself,shop hardware,amenity clinic,amenity doctors,amenity pharmacy,amenity post_office,building hospital,amenity bar,amenity biergarten,amenity cafe,amenity pub,amenity arts_centre,amenity cinema,amenity community_centre,amenity events_venue,amenity nightclub,amenity theatre,amenity public_bath,leisure beach_resort,leisure marina,leisure nature_reserve,leisure park,leisure sports_centre,leisure stadium,leisure swimming_pool,leisure water_park,tourism aquarium,tourism attraction,tourism camp_site,tourism caravan_site,tourism hostel,tourism hotel,tourism theme_park,tourism zoo,water lake
55540008,2,33,0,116,1,15,28,80,2,32,6,7,4,1,2,1,23,62,10,3,5,3,0,31,16,7,1,2,5,28,19,1,1,26,0,2,2,0,0,2,9,24,30,0,17,2,0,5,0,2,0,9,0,0,3
55540012,4,22,0,26,0,33,33,22,1,23,4,2,2,1,6,4,20,29,5,5,7,2,1,48,10,2,7,2,3,12,6,0,1,9,1,0,0,0,0,0,7,22,27,1,3,1,0,5,2,3,0,8,0,1,2
55540016,0,7,0,9,0,18,10,31,0,9,2,3,1,0,0,0,8,5,2,0,2,0,0,5,3,2,0,0,1,8,4,0,0,1,0,1,1,0,0,0,6,3,11,0,8,1,0,0,2,0,0,4,0,0,2
55540020,0,20,0,17,0,19,19,19,0,16,6,6,3,0,8,1,28,26,6,1,8,0,2,12,12,2,7,2,1,12,14,3,1,2,0,0,2,0,0,0,19,42,20,1,5,2,0,8,2,1,0,8,0,1,0
55540024,0,3,0,1,0,1,7,0,0,5,2,3,0,0,1,0,5,3,1,0,1,0,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,12,4,2,0,0,0,0,4,0,0,0,1,0,0,2
55540028,0,2,0,0,0,5,6,6,1,3,0,1,0,0,0,0,3,2,1,0,0,0,0,2,1,1,0,0,1,3,1,0,0,2,1,0,0,0,0,0,5,8,4,1,4,1,0,1,2,0,1,3,0,1,3
55540032,0,4,0,13,0,8,10,6,0,5,2,2,2,0,0,0,5,1,0,2,0,0,2,4,2,2,9,0,2,3,2,1,0,13,0,0,0,0,0,0,5,8,10,0,10,0,0,7,1,2,0,5,0,2,1
55540036,0,3,0,2,0,4,4,0,0,4,1,1,0,0,0,0,3,2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,6,5,1,0,0,0,7,0,0,0,4,0,0,0
55540040,0,3,0,2,0,5,5,4,0,4,2,1,0,0,0,0,4,1,0,2,0,0,0,3,3,1,0,0,1,5,1,0,0,2,0,0,0,0,0,0,5,4,5,0,0,0,0,4,0,1,0,6,0,0,0
55540044,0,7,0,11,0,6,8,10,1,9,2,1,0,0,0,0,6,0,2,1,0,0,0,5,4,1,0,1,1,6,3,0,0,0,0,0,0,0,0,0,14,12,5,2,2,1,0,49,2,2,1,5,0,2,0
55540048,0,9,0,1,0,4,5,5,0,5,1,1,0,0,0,0,7,5,1,0,1,0,0,7,3,1,8,0,0,6,6,0,0,4,0,0,0,0,0,0,10,17,11,2,2,1,0,1,0,2,0,4,0,0,2
55540052,0,3,0,1,0,3,4,3,0,2,0,1,2,0,0,0,3,1,0,2,0,0,0,1,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,8,2,5,1,1,1,0,3,2,2,0,3,0,0,0
55540056,0,11,0,15,0,52,12,5,1,13,2,3,0,0,2,0,11,14,4,0,1,1,2,9,4,3,0,1,0,6,6,0,0,3,1,0,0,0,0,0,6,6,11,0,5,0,0,0,0,1,0,0,0,0,4
55540060,0,4,0,5,0,6,4,5,0,5,0,2,0,0,0,0,5,3,0,0,1,1,0,1,2,1,0,1,0,4,0,0,0,3,0,0,0,0,0,0,3,6,6,0,1,0,0,3,0,1,0,3,0,0,1
55540064,0,3,0,12,0,3,5,13,0,5,0,3,0,0,0,0,5,2,1,1,0,0,0,12,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5,4,2,2,5,2,0,1,3,0,0,3,0,0,5
55540068,0,10,0,2,0,11,10,7,0,14,2,1,2,1,1,0,9,6,2,3,2,0,0,6,5,1,1,2,4,7,8,0,0,1,4,1,0,0,0,0,10,7,15,1,2,0,0,3,1,3,0,2,0,0,6
55580004,0,5,0,5,0,24,12,8,1,6,4,0,0,0,0,0,6,2,1,3,1,1,0,1,4,1,0,0,0,3,1,0,0,6,0,0,0,0,0,0,8,8,6,0,3,0,0,0,0,1,0,7,0,0,0
55580008,0,4,0,6,0,8,4,8,0,5,1,1,3,1,0,0,4,3,2,1,1,1,0,3,2,1,0,0,1,5,5,1,0,0,0,0,1,0,0,0,17,13,6,1,3,1,0,4,0,1,0,3,0,0,2
55580012,1,19,1,27,0,17,19,20,1,17,1,2,1,0,1,1,13,27,2,1,3,1,1,33,9,3,3,4,1,15,2,1,1,3,0,2,2,0,0,0,14,22,13,0,6,2,0,8,4,1,1,5,0,0,6
55580016,3,21,0,30,0,15,18,13,0,25,2,3,7,0,1,0,16,21,7,3,7,3,1,10,9,0,1,0,1,17,16,0,1,2,1,0,0,0,0,0,14,22,15,2,6,2,0,3,4,4,1,8,0,1,2
55580020,0,4,0,6,0,2,12,2,0,5,1,0,1,0,0,0,5,7,1,2,3,0,0,12,3,1,0,0,2,7,3,1,0,0,0,0,1,1,0,0,10,12,7,0,3,1,0,25,0,1,0,3,0,1,0
55580024,1,7,0,17,0,43,20,33,0,10,3,1,2,1,0,0,9,22,3,4,5,4,0,8,5,2,1,0,0,15,6,1,1,2,3,0,0,0,0,2,23,16,13,0,1,0,0,2,6,3,0,7,0,0,0
55580028,1,5,0,8,0,18,11,2,0,8,0,1,1,0,0,0,4,1,2,2,1,2,0,5,1,1,0,0,0,5,3,0,0,4,0,0,0,0,0,0,7,4,6,0,1,0,0,0,0,2,1,3,0,1,0
55580032,0,7,0,11,0,11,14,7,0,10,1,3,2,0,0,0,10,5,4,2,3,0,1,3,4,2,0,0,0,5,2,1,0,1,0,0,0,0,0,0,16,14,10,0,4,1,0,7,0,0,1,6,0,0,0
55580036,0,3,0,2,0,11,8,13,0,6,1,2,1,0,0,0,5,1,1,2,1,1,0,0,2,0,0,1,2,4,2,1,0,2,0,0,0,0,0,1,7,5,6,0,1,1,0,21,3,0,0,4,1,0,0
55580040,0,4,0,8,0,1,6,4,0,6,1,1,0,0,0,0,5,1,1,0,0,1,0,1,2,3,0,0,1,4,1,0,0,4,0,0,0,0,0,0,16,6,4,2,3,0,0,7,0,1,0,2,1,0,0
55580044,0,7,0,8,0,17,17,6,0,4,2,1,3,0,0,0,9,4,2,4,1,1,0,4,5,2,0,1,0,9,1,0,0,2,0,0,0,0,0,2,9,19,9,1,6,1,0,0,2,1,0,6,0,0,0
55620004,0,26,0,42,0,9,22,26,3,22,8,5,9,2,0,1,24,31,5,4,3,0,0,6,18,7,5,1,2,15,12,3,0,4,2,0,3,0,0,1,6,29,15,2,16,1,0,5,1,2,0,4,0,1,0
55620008,0,15,0,27,0,9,15,9,1,9,2,2,0,1,0,1,12,13,4,2,1,0,0,4,8,3,3,0,1,8,5,0,0,1,0,0,1,0,0,2,9,15,10,0,3,0,0,9,10,2,0,5,0,1,1
55620012,1,28,0,78,0,42,47,49,1,33,11,5,1,0,1,2,29,35,8,3,3,0,1,21,15,8,0,1,4,12,11,0,1,11,0,0,1,0,0,3,21,37,45,4,13,1,0,22,4,2,0,10,0,0,8
55620014,0,24,0,46,0,14,24,36,2,23,8,4,3,1,1,1,26,23,3,2,4,0,0,13,13,14,1,0,1,12,10,0,0,1,0,0,0,0,0,0,3,28,13,2,6,2,0,4,0,0,0,5,1,2,1
55620016,1,25,0,28,0,27,19,18,0,20,9,3,6,0,0,0,15,19,8,2,3,1,0,12,8,4,10,2,2,15,6,1,0,3,0,0,1,0,3,5,26,16,22,1,10,3,0,22,8,2,2,7,4,1,8
55620020,0,22,0,35,0,5,27,16,2,21,3,6,5,1,0,0,18,11,1,1,2,1,0,6,17,10,38,0,3,10,6,0,0,4,2,1,2,0,0,0,13,18,14,2,9,2,0,14,0,0,0,3,0,0,2
55620024,0,31,0,36,0,8,27,27,6,35,10,1,2,1,1,1,31,17,3,6,5,0,1,3,15,9,46,0,6,12,6,1,0,4,1,0,1,0,0,0,10,30,24,2,13,1,0,1,0,0,0,6,0,0,2
55620028,1,6,0,9,0,4,9,3,2,9,2,2,0,0,0,1,10,7,2,0,1,0,1,3,8,5,0,0,1,5,2,0,0,2,0,0,1,0,0,0,6,3,4,1,6,2,0,4,3,0,0,2,1,0,1
55620032,3,55,0,72,2,27,63,36,1,56,13,12,9,1,2,2,43,67,10,6,5,2,2,53,26,19,2,12,6,29,17,4,1,4,0,1,2,0,0,0,12,30,53,10,47,3,0,10,0,1,0,8,0,1,0
55620036,0,15,0,5,0,7,15,12,1,8,4,3,0,0,2,0,7,7,3,1,3,1,0,5,7,8,1,3,2,8,6,0,0,2,0,0,1,0,0,3,6,7,6,0,4,1,0,4,3,2,0,2,1,0,0
55660004,0,3,0,3,0,2,4,1,0,6,1,0,1,0,0,0,4,0,0,1,2,0,0,0,2,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,2,4,8,0,0,0,0,4,0,1,0,2,0,0,1
55660008,0,14,0,16,0,5,14,22,1,12,7,2,0,0,0,0,16,11,3,1,5,1,0,4,8,0,1,1,3,10,12,0,1,2,0,1,0,0,0,0,13,7,24,1,6,1,0,2,1,1,0,5,0,0,0
55660012,0,11,0,33,0,13,18,56,2,15,2,2,4,1,1,0,13,14,5,2,2,1,1,8,9,5,4,2,4,21,8,2,0,2,0,0,1,0,0,1,18,25,16,1,18,1,0,2,3,1,0,6,0,0,2
55660016,0,7,0,5,0,3,6,7,0,6,0,0,1,0,0,0,10,3,1,2,1,1,0,3,6,1,0,0,2,3,3,1,0,1,0,0,0,0,0,0,15,5,7,2,4,0,0,7,3,1,0,8,0,1,2
55660020,0,6,0,2,0,0,2,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,9
55660024,0,3,0,2,0,8,5,3,0,1,2,1,1,0,0,0,4,0,0,0,0,0,0,1,2,1,0,0,3,1,1,0,0,1,0,0,0,0,0,0,4,10,4,0,1,0,0,4,0,1,0,2,0,0,0
55660028,1,35,0,49,0,14,28,46,3,25,5,4,5,4,0,0,22,29,9,5,6,3,1,19,12,4,3,3,5,18,4,4,1,3,0,1,3,0,0,1,11,14,19,2,67,2,0,15,2,1,0,6,1,0,2
55660032,0,1,0,3,0,1,3,13,0,2,2,0,0,0,1,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,1,0,4,0,0,2
55660036,0,1,0,1,0,1,7,0,1,5,1,1,0,1,0,0,2,1,1,0,2,0,0,3,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0
55660040,0,10,0,10,0,1,11,20,1,8,1,0,2,0,1,0,11,4,2,0,3,2,2,5,7,4,12,1,0,4,0,0,0,3,0,1,1,0,0,0,8,19,7,2,7,0,0,1,4,0,0,3,0,0,2
55660044,0,4,0,4,0,6,4,3,0,0,1,0,0,1,0,0,5,0,1,1,1,1,0,3,3,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,6,2,3,0,6,1,0,1,1,1,0,3,0,0,1
55660048,0,6,0,4,0,1,8,3,1,4,1,1,0,0,0,0,3,1,0,0,1,1,0,2,3,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,10,6,7,2,0,0,0,1,0,0,0,1,0,0,0
55660052,0,2,0,0,0,2,3,0,0,2,2,0,0,0,0,0,3,1,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,1,2,1,0,0,0,1,0,0,0,0,0,0,0
55660056,0,9,0,1,0,0,2,3,0,5,0,0,1,0,0,0,6,0,0,1,0,0,0,1,2,1,1,0,0,2,3,1,0,0,0,0,0,0,0,0,4,3,8,0,11,0,0,0,1,0,0,1,0,0,0
55660060,0,8,0,6,0,3,9,6,0,3,0,0,1,0,0,0,6,3,1,2,1,0,0,2,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4,4,6,3,1,1,0,1,2,0,0,1,0,0,0
55660064,0,3,0,4,0,0,7,0,0,3,0,1,0,0,0,2,4,4,0,0,2,0,0,5,1,2,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,1
55660068,0,8,0,6,0,1,16,7,0,12,3,1,2,0,0,1,8,44,10,0,4,0,0,3,5,0,0,0,1,5,4,0,0,1,0,0,0,0,0,0,16,9,8,1,1,1,0,1,1,1,0,2,0,1,0
55660072,0,5,0,4,0,7,3,4,0,6,2,0,2,0,0,0,6,3,1,0,1,0,0,4,2,0,0,2,0,5,0,0,0,1,0,0,0,0,0,1,5,1,5,0,3,3,0,0,1,0,0,2,0,0,8
55660076,3,54,0,38,1,29,37,24,1,26,5,6,3,1,2,1,37,36,12,3,5,6,1,13,11,7,1,0,6,20,21,2,2,5,3,2,3,0,0,0,28,26,57,12,62,3,0,38,0,5,1,14,0,1,3
55660080,1,3,0,5,0,13,7,2,1,3,2,1,0,0,0,0,4,1,1,0,1,0,0,4,2,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,8,2,3,0,3,0,0,0,0,1,1,6,0,1,0
55660084,1,15,3,9,21,22,16,7,2,16,5,3,2,0,2,3,17,20,5,0,4,1,1,12,8,1,6,0,2,13,5,2,1,0,1,0,0,0,0,0,3,16,25,4,3,2,0,6,1,1,0,5,0,0,0
55660088,0,6,0,5,0,2,8,8,1,4,0,0,2,0,0,0,5,4,2,0,2,7,1,6,3,1,1,0,1,5,2,0,0,4,0,0,2,0,0,0,15,13,9,0,11,4,0,15,4,3,2,6,0,0,0
55660092,0,4,0,1,0,4,5,1,0,2,1,0,1,0,0,1,5,3,2,3,0,0,0,2,3,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,13,3,9,1,9,1,0,1,1,0,0,1,0,0,0
55660096,1,1,1,0,0,0,5,2,0,1,0,0,0,1,0,0,3,3,1,0,3,0,0,0,2,0,0,0,3,3,2,1,0,0,0,0,0,0,0,1,5,2,3,1,0,0,0,0,1,0,0,2,0,0,1
55700004,0,19,0,46,0,67,26,125,0,15,5,3,4,3,0,0,18,24,3,1,3,0,1,10,13,4,6,0,1,14,4,0,1,6,3,3,1,0,0,0,11,67,33,1,14,1,0,1,0,1,0,6,0,0,0
55700008,1,20,0,43,0,78,22,25,2,23,5,3,5,0,1,2,16,25,10,1,4,2,2,18,7,8,0,2,9,13,10,2,0,11,0,0,1,0,1,0,14,75,20,4,4,2,0,4,0,1,1,6,0,0,3
55700012,0,2,0,2,0,3,5,3,0,4,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0
55700016,0,6,0,9,0,17,14,7,1,4,2,2,2,0,0,0,7,2,4,4,1,0,0,12,3,4,0,0,2,3,1,0,0,6,0,0,0,0,0,0,8,11,4,0,2,1,0,1,1,1,0,4,0,0,0
55700020,0,7,0,10,0,6,9,8,1,9,2,0,6,0,0,0,8,6,2,0,0,0,0,2,4,1,0,0,1,2,2,0,1,0,1,0,0,0,0,0,2,17,12,2,2,0,0,5,0,2,0,2,0,0,1
55700024,0,4,0,15,0,28,6,25,1,4,1,0,0,0,0,0,3,4,1,0,1,0,0,4,1,0,0,1,1,2,2,1,0,4,0,0,0,0,0,0,11,2,8,0,11,1,0,1,0,0,0,1,0,0,0
55700028,0,12,0,20,0,9,7,14,1,16,1,2,1,0,0,0,9,3,1,1,1,1,0,5,5,2,1,1,2,7,5,1,1,1,0,0,3,0,0,0,5,15,14,1,2,2,0,4,0,2,0,7,0,1,2
55700032,0,6,0,9,0,2,8,3,1,3,1,0,0,0,0,0,5,0,0,0,0,0,0,3,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7,5,5,0,4,1,0,1,0,1,1,4,0,0,1
55700036,0,4,0,3,0,0,4,11,0,2,1,0,0,1,0,0,8,1,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2,4,3,0,0,1,0,0,2,0,0,2,0,0,2
55700040,0,5,0,14,0,4,8,5,0,3,1,2,0,0,0,0,5,3,2,2,1,0,1,0,4,1,1,0,1,1,1,0,0,2,0,0,0,0,0,0,4,7,15,0,0,0,0,0,1,1,0,5,0,0,1
55700044,3,11,0,16,0,44,18,30,2,7,3,2,2,0,0,0,10,10,3,1,2,0,0,17,5,2,24,1,1,8,3,1,0,0,1,0,0,0,0,0,19,7,10,1,5,1,0,2,1,3,0,6,0,0,1
55700048,0,6,0,9,0,2,2,9,1,6,1,0,0,2,0,0,5,0,0,0,0,1,0,3,3,2,0,0,2,4,7,0,0,2,0,0,0,0,0,0,3,16,10,1,12,0,0,1,0,3,0,2,0,0,1
55700052,3,21,0,51,0,29,20,18,3,13,3,1,3,3,0,0,16,21,3,3,2,1,0,6,8,6,3,0,2,12,7,0,1,5,0,1,1,0,0,1,18,17,28,3,3,2,0,2,1,2,0,11,0,0,2
57110000,15,138,11,218,26,124,228,251,9,130,16,14,43,5,3,5,118,165,33,7,23,3,25,195,63,28,22,19,21,117,65,7,6,64,8,17,12,0,0,0,24,279,104,10,129,4,0,74,4,1,4,43,1,3,2
57540004,0,3,0,5,0,26,5,1,1,3,2,3,0,0,0,0,3,3,0,0,0,0,0,2,2,1,0,0,0,3,0,0,0,2,1,0,3,0,0,0,5,6,5,2,2,1,0,2,1,0,0,2,0,0,1
57540008,2,35,2,56,0,15,56,52,2,42,9,7,11,0,1,2,32,40,11,11,6,1,0,28,22,8,8,3,3,31,14,3,2,8,1,1,2,0,0,0,7,23,27,1,7,2,0,3,0,2,0,14,0,0,3
57540012,1,10,0,17,0,14,19,15,1,8,4,1,2,0,0,0,7,14,3,0,1,3,1,15,4,4,3,1,5,8,2,0,0,7,0,0,0,0,0,0,18,18,16,2,20,0,0,7,0,0,0,8,0,0,1
57540016,0,9,0,12,0,31,18,7,0,8,1,3,2,0,0,0,11,8,2,0,4,0,0,4,4,3,0,0,2,13,3,0,0,1,0,0,0,0,0,0,9,27,13,1,4,1,0,0,0,0,0,8,0,0,1
57540020,0,6,0,3,0,4,10,2,0,6,3,1,0,0,0,0,7,2,1,1,0,0,0,2,3,2,0,0,4,5,1,0,0,0,0,0,0,0,0,0,1,8,10,0,0,1,0,0,0,0,0,2,0,0,0
57540024,0,3,0,3,0,8,7,1,0,3,1,0,0,0,0,0,3,0,0,1,1,0,0,3,2,1,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2
57540028,0,20,0,25,0,23,21,14,2,15,5,4,3,2,0,0,15,11,4,2,1,2,0,8,10,2,1,0,1,16,13,0,0,3,1,2,0,0,0,0,4,12,3,4,4,3,0,1,0,1,0,10,0,1,2
57540032,0,14,0,15,0,28,18,21,2,13,2,6,1,0,0,0,12,3,1,0,2,0,1,4,6,2,0,1,5,6,12,0,0,3,0,0,2,0,0,0,7,13,12,0,4,0,0,4,1,3,0,5,3,1,4
57540036,0,7,0,8,0,17,13,13,0,7,3,1,4,0,0,0,8,11,3,2,1,1,0,8,7,1,0,0,1,8,5,0,1,5,1,1,4,0,0,0,9,13,12,0,12,0,0,26,2,1,0,9,2,1,6
57540040,0,7,0,16,0,10,14,28,1,6,3,2,0,0,0,0,7,2,2,1,1,0,0,16,2,3,0,1,2,3,5,0,0,7,0,1,0,0,0,0,14,16,6,1,10,1,0,0,0,0,0,2,0,0,4
57540044,0,7,0,12,0,18,15,41,1,15,4,5,5,0,2,2,8,9,1,7,0,1,0,13,4,3,0,2,0,7,4,0,0,9,0,0,0,0,0,0,5,6,15,1,6,1,0,1,0,2,0,7,0,0,3
57540048,0,11,0,2,0,6,8,1,0,2,0,1,1,1,0,0,8,4,0,1,2,0,0,0,4,2,0,0,1,4,3,0,0,1,1,1,0,0,0,0,5,13,10,2,1,1,0,0,3,0,0,0,0,0,9
57540052,0,4,0,7,0,7,8,6,1,2,4,1,1,0,0,0,4,3,0,2,1,1,0,3,3,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,5,7,0,12,1,0,2,0,0,0,3,0,0,0
57580004,0,19,0,19,0,17,23,20,1,18,3,1,4,0,1,0,17,27,5,1,5,3,2,16,10,2,0,2,0,13,7,1,1,5,0,1,2,0,0,0,7,9,19,3,11,0,0,5,0,0,0,4,0,0,2
57580008,0,7,0,18,0,10,9,9,1,4,1,2,2,0,0,0,6,8,0,1,0,0,1,4,4,2,0,0,0,3,2,0,0,4,0,0,0,0,0,0,3,5,12,1,4,1,0,1,0,0,0,1,0,0,0
57580012,4,33,1,30,0,46,42,71,1,26,6,4,7,0,1,2,25,30,8,5,7,1,2,27,12,5,4,6,5,18,10,0,1,17,3,2,1,0,0,0,10,42,44,2,47,3,0,26,2,1,0,11,0,1,1
57580016,0,10,0,26,0,24,11,11,0,8,2,0,3,1,1,0,7,2,0,2,1,0,1,8,5,1,0,1,0,5,1,0,0,7,0,0,0,0,0,0,4,3,7,0,11,1,0,4,0,0,1,3,0,0,0
57580020,0,7,0,7,0,12,5,16,0,10,1,4,1,0,0,0,6,2,4,0,1,0,0,3,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,5,0,5,0,0,1,0,0,0,0,0,0,0
57580024,0,24,0,16,0,9,16,62,1,20,4,1,0,0,0,2,13,10,3,1,3,0,0,4,8,6,6,2,8,3,4,0,0,7,0,0,1,0,0,0,3,9,21,1,4,2,0,1,0,1,1,8,0,0,0
57580028,1,11,0,8,0,17,7,31,0,4,5,0,0,0,1,0,4,3,0,2,1,0,0,1,2,1,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,12,24,1,11,0,0,1,2,0,3,1,0,0,0
57580032,0,5,0,5,0,4,5,7,0,4,1,2,1,0,0,0,5,3,2,1,0,0,0,1,2,1,0,0,1,2,1,0,1,4,0,0,0,0,0,0,3,3,7,0,19,2,0,0,0,0,0,0,0,0,0
57580036,0,10,0,5,0,11,5,2,0,8,6,0,2,0,0,0,6,4,2,1,1,0,1,6,4,3,0,1,2,3,3,1,0,2,0,0,0,0,0,1,4,6,18,0,5,1,0,3,5,1,0,6,0,0,2
57620004,0,15,0,8,0,9,12,3,0,10,3,2,2,0,0,0,10,13,3,0,0,0,0,3,5,3,15,1,1,12,6,5,1,10,0,0,0,1,0,0,9,15,11,1,19,3,0,14,1,1,2,18,0,1,1
57620008,0,7,0,5,0,17,9,4,1,9,2,2,1,0,1,0,10,7,2,2,2,0,0,11,4,1,0,1,0,6,1,0,0,4,0,0,0,0,0,0,0,10,5,1,6,1,0,5,3,1,0,5,0,1,8
57620012,0,2,0,0,0,1,7,0,0,5,1,3,1,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,1,0,1,0,0,0
57620016,0,14,0,25,0,9,13,0,0,11,2,0,2,1,0,1,9,5,3,2,3,0,0,2,4,1,1,3,0,8,9,0,1,12,2,1,1,0,0,0,3,22,10,1,4,1,0,11,0,2,0,3,0,0,0
57620020,2,16,0,8,0,6,17,21,0,18,3,7,3,0,1,0,12,11,4,1,4,0,0,7,6,0,6,4,1,7,8,2,0,4,0,0,1,0,0,1,2,10,13,4,3,2,0,3,3,4,2,11,0,0,7
57620024,0,1,0,0,0,4,2,0,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,0,1,0,0,0,0,0,0,1,4,6,0,6,0,0,1,0,0,0,1,0,0,1
57620028,0,4,0,6,0,3,3,2,0,3,1,1,0,0,0,0,3,1,1,0,0,0,0,1,1,1,0,0,1,1,3,0,0,5,0,0,0,0,0,0,8,2,3,0,1,0,0,3,1,0,0,1,0,0,0
57620032,0,5,0,16,0,13,11,14,0,7,2,2,6,0,0,1,6,10,3,1,3,1,0,7,3,1,1,1,2,4,3,1,0,7,0,0,0,0,0,0,17,14,7,2,7,1,0,4,0,0,0,4,0,0,0
57620036,0,15,0,20,0,10,11,10,2,11,5,7,8,0,1,0,12,24,4,2,4,1,0,3,7,2,1,2,2,21,9,1,1,13,0,0,1,0,0,0,4,19,18,0,4,2,0,8,3,1,1,9,0,1,2
57620040,0,6,0,3,0,8,4,1,0,5,4,4,0,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,4,1,1,0,10,3,0,0,0,0,0,5,9,3,1,1,0,0,6,0,0,0,2,0,1,0
57660004,0,3,0,9,0,3,5,2,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,2,1,0,3,0,0,0,1,0,0,1
57660008,1,19,0,39,0,29,23,61,1,16,4,5,7,2,1,0,17,35,7,3,6,0,2,27,13,3,15,2,6,32,26,1,1,14,0,2,3,1,0,0,2,35,24,2,28,3,0,10,0,1,1,22,1,0,5
57660012,0,6,0,7,0,5,3,0,1,3,1,2,0,0,0,0,6,1,1,0,3,0,0,4,2,7,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,8,5,0,12,1,0,0,2,1,0,0,0,0,1
57660016,0,10,0,6,0,5,10,13,0,4,4,1,2,0,0,0,6,5,1,1,3,0,0,10,3,1,0,1,0,4,7,1,0,3,0,0,0,0,0,0,4,11,14,1,10,0,0,2,1,1,0,3,0,0,0
57660020,5,46,1,55,13,20,41,72,1,37,9,6,13,4,3,0,27,36,9,4,6,1,1,21,20,13,7,4,6,28,9,2,0,14,2,1,5,0,0,0,13,71,19,1,67,5,0,21,1,1,3,17,0,3,4
57660024,0,3,0,0,0,2,1,6,0,3,1,1,0,0,0,0,3,0,0,0,0,0,0,4,2,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,1,8,4,1,8,1,0,2,1,0,0,3,0,0,1
57660028,0,10,0,7,0,6,7,2,0,3,3,1,10,0,0,0,6,4,0,3,2,0,1,3,3,1,2,1,0,5,2,0,0,3,0,0,0,0,0,0,3,6,3,1,5,2,0,8,4,0,0,4,0,0,1
57660032,0,10,0,12,0,17,14,11,1,7,1,0,2,1,0,0,8,5,1,1,1,0,1,5,3,4,1,0,0,12,5,0,0,7,0,0,2,0,0,0,14,31,15,0,21,3,0,17,2,2,2,19,0,0,0
57660036,0,5,0,5,0,15,6,0,0,4,1,2,3,0,0,0,4,0,1,1,1,0,0,2,2,1,0,1,0,1,1,1,0,10,0,0,0,0,0,2,1,9,8,4,2,1,0,6,5,0,1,1,0,1,1
57660040,1,19,0,30,0,7,13,76,0,11,3,0,3,3,1,0,12,12,2,1,2,0,2,9,6,2,0,0,2,9,4,0,1,6,0,1,0,0,0,0,6,9,12,1,32,2,0,4,1,0,1,4,0,0,21
57660044,4,21,1,50,0,53,27,19,0,29,3,5,9,1,1,1,15,23,7,0,4,2,3,42,11,7,11,3,4,25,15,1,1,8,1,0,1,0,0,0,4,28,21,0,28,3,0,6,1,0,0,8,0,2,1
57660048,0,4,0,8,0,5,10,2,0,7,1,1,2,2,0,0,7,5,1,0,0,0,0,2,2,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,8,5,1,38,0,0,0,0,0,0,2,0,0,1
